inspect_model_name,accuracy,stderr,total_tokens,input_tokens,output_tokens,task,dataset_samples,completed_samples,run_id,created,start_time,end_time,filename,estimated_cost,epoch_model_name,biggest_in_class,cost_per_M_tokens,input_cost_per_M_tokens,output_cost_per_M_tokens,cost_source,api_source,last_updated
google/gemini-1.5-pro,0.8430769230769231,0.010091888252856243,183672,179766,3906,benchmarks/mmlu,1300,1300,fi4nAb8egR5eqs7oWHrSuW,2024-10-07T14:19:11-04:00,2024-10-07T14:19:11-04:00,2024-10-07T14:21:33-04:00,2024-10-07T14-19-11-04-00_benchmarks-mmlu_PDNgJW5irqPcFUGwWMh4Tb.json,0.67,Gemini 1.5 Pro,1,,$3.50,$10.50,https://ai.google.dev/pricing,https://ai.google.dev/gemini-api/docs/models/gemini,2024-09-03
google/gemini-1.5-pro,0.8453846153846154,0.010031108942540027,183674,179766,3908,benchmarks/mmlu,1300,1300,LbcDBRZVBTQ5kQ7poySb8K,2024-10-07T21:55:49-04:00,2024-10-07T21:55:49-04:00,2024-10-07T21:57:24-04:00,2024-10-07T21-55-49-04-00_benchmarks-mmlu_EnrhuDNivcX8T3cAsFtXgj.json,0.67,Gemini 1.5 Pro,1,,$3.50,$10.50,https://ai.google.dev/pricing,https://ai.google.dev/gemini-api/docs/models/gemini,2024-09-03
google/gemini-1.5-pro,0.8453846153846154,0.010031108942540027,183670,179766,3904,benchmarks/mmlu,1300,1300,J7zC97oysJMViJqmDL2FEW,2024-10-07T14:38:45-04:00,2024-10-07T14:38:45-04:00,2024-10-07T14:40:46-04:00,2024-10-07T14-38-45-04-00_benchmarks-mmlu_2gcSvxG97XiCTP9Znb9pfV.json,0.67,Gemini 1.5 Pro,1,,$3.50,$10.50,https://ai.google.dev/pricing,https://ai.google.dev/gemini-api/docs/models/gemini,2024-09-03
google/gemini-1.5-pro,0.8461538461538461,0.010010676163674665,183675,179766,3909,benchmarks/mmlu,1300,1300,PLGP3wALUbikE7F7XiTEBk,2024-10-07T14:36:45-04:00,2024-10-07T14:36:45-04:00,2024-10-07T14:38:37-04:00,2024-10-07T14-36-45-04-00_benchmarks-mmlu_4SpcYBXroh82vVKgVYvHBo.json,0.67,Gemini 1.5 Pro,1,,$3.50,$10.50,https://ai.google.dev/pricing,https://ai.google.dev/gemini-api/docs/models/gemini,2024-09-03
google/gemini-1.5-pro,0.8492307692307692,0.009928065746696853,183674,179766,3908,benchmarks/mmlu,1300,1300,FLPSEFRuWqRw8xDwWGbzcs,2024-10-07T14:23:20-04:00,2024-10-07T14:23:20-04:00,2024-10-07T14:26:49-04:00,2024-10-07T14-23-20-04-00_benchmarks-mmlu_UfvAwZ6PnQvjzGhuPKLcNs.json,0.67,Gemini 1.5 Pro,1,,$3.50,$10.50,https://ai.google.dev/pricing,https://ai.google.dev/gemini-api/docs/models/gemini,2024-09-03
google/gemini-1.5-pro,0.8423076923076923,0.010111976747353426,183679,179766,3913,benchmarks/run,1300,1300,ny7eMRBHaCuYxZQPiTLwXs,2024-09-10T14:04:19-04:00,2024-09-10T14:04:19-04:00,2024-09-10T14:07:51-04:00,2024-09-10T14-04-19-04-00_benchmarks-run_XNVNTfvcDJtJbZoVH9BmNd.json,0.67,Gemini 1.5 Pro,1,,$3.50,$10.50,https://ai.google.dev/pricing,https://ai.google.dev/gemini-api/docs/models/gemini,2024-09-03
google/gemini-1.5-pro,0.8484615384615385,0.009948851339031128,183672,179766,3906,benchmarks/mmlu,1300,1300,4GUv8fExnbfYyyowK56yRj,2024-10-07T14:34:53-04:00,2024-10-07T14:34:53-04:00,2024-10-07T14:36:36-04:00,2024-10-07T14-34-53-04-00_benchmarks-mmlu_CazMk9MKSxrb27FC37gB2W.json,0.67,Gemini 1.5 Pro,1,,$3.50,$10.50,https://ai.google.dev/pricing,https://ai.google.dev/gemini-api/docs/models/gemini,2024-09-03
google/gemini-1.5-pro,0.8461538461538461,0.010010676163674665,183672,179766,3906,benchmarks/mmlu,1300,1300,iLFcwKCn3TuXiqt7QdG9eh,2024-10-07T14:30:07-04:00,2024-10-07T14:30:07-04:00,2024-10-07T14:32:34-04:00,2024-10-07T14-30-07-04-00_benchmarks-mmlu_Uo8JGqcsrBijwa5T3xzMn9.json,0.67,Gemini 1.5 Pro,1,,$3.50,$10.50,https://ai.google.dev/pricing,https://ai.google.dev/gemini-api/docs/models/gemini,2024-09-03
google/gemini-1.5-pro,0.8446153846153847,0.010051454867191261,183670,179766,3904,benchmarks/mmlu,1300,1300,45XvzchhAjPR3cNEXF4bqT,2024-10-07T14:27:01-04:00,2024-10-07T14:27:01-04:00,2024-10-07T14:29:58-04:00,2024-10-07T14-27-01-04-00_benchmarks-mmlu_YyLMr6iSu5x6EZdrJGdREF.json,0.67,Gemini 1.5 Pro,1,,$3.50,$10.50,https://ai.google.dev/pricing,https://ai.google.dev/gemini-api/docs/models/gemini,2024-09-03
google/gemini-1.5-pro,0.8453846153846154,0.010031108942540027,183676,179766,3910,benchmarks/mmlu,1300,1300,RDytKEXWQy6JLvYMPGfCWf,2024-10-07T14:32:43-04:00,2024-10-07T14:32:43-04:00,2024-10-07T14:34:43-04:00,2024-10-07T14-32-43-04-00_benchmarks-mmlu_TiuRteYm7RW6Rvzu7tadTW.json,0.67,Gemini 1.5 Pro,1,,$3.50,$10.50,https://ai.google.dev/pricing,https://ai.google.dev/gemini-api/docs/models/gemini,2024-09-03
anthropic/claude-3-5-sonnet-20240620,0.8761538461538462,0.009139593333402524,217328,208228,9100,benchmarks/mmlu,1300,1300,BActY8e65eMnGUPovkJRKL,2024-10-07T15:13:40-04:00,2024-10-07T15:13:40-04:00,2024-10-07T15:20:15-04:00,2024-10-07T15-13-40-04-00_benchmarks-mmlu_jR2V8rcp2xjkiHREkhVWTq.json,0.76,Claude 3.5 Sonnet,1,,$3.00,$15.00,https://www.anthropic.com/pricing#anthropic-api,"https://docs.anthropic.com/en/docs/about-claude/models, https://github.com/anthropics/anthropic-sdk-python/blob/9255609357e71e1f34e71750370e548bb31b6eb6/src/anthropic/types/model.py#L13",2024-09-03
anthropic/claude-3-5-sonnet-20240620,0.8761538461538462,0.009139593333402524,217326,208228,9098,benchmarks/mmlu,1300,1300,B7EFZbqKM2DRaWyrfya2Ni,2024-10-07T16:30:14-04:00,2024-10-07T16:30:14-04:00,2024-10-07T16:42:34-04:00,2024-10-07T16-30-14-04-00_benchmarks-mmlu_eb92ENqYpiiaiFr9x4aY8s.json,0.76,Claude 3.5 Sonnet,1,,$3.00,$15.00,https://www.anthropic.com/pricing#anthropic-api,"https://docs.anthropic.com/en/docs/about-claude/models, https://github.com/anthropics/anthropic-sdk-python/blob/9255609357e71e1f34e71750370e548bb31b6eb6/src/anthropic/types/model.py#L13",2024-09-03
anthropic/claude-3-5-sonnet-20240620,0.8730769230769231,0.009236171214980639,217328,208228,9100,benchmarks/mmlu,1300,1300,fnt8Y5DpHrRvA3PhrMGmyR,2024-10-07T15:20:25-04:00,2024-10-07T15:20:25-04:00,2024-10-07T15:26:28-04:00,2024-10-07T15-20-25-04-00_benchmarks-mmlu_TA2N93hfegy87TvkxFtQnj.json,0.76,Claude 3.5 Sonnet,1,,$3.00,$15.00,https://www.anthropic.com/pricing#anthropic-api,"https://docs.anthropic.com/en/docs/about-claude/models, https://github.com/anthropics/anthropic-sdk-python/blob/9255609357e71e1f34e71750370e548bb31b6eb6/src/anthropic/types/model.py#L13",2024-09-03
anthropic/claude-3-5-sonnet-20240620,0.87,0.00933096857758309,217328,208228,9100,benchmarks/mmlu,1300,1300,YEfnqxYoAPWegDTxunmTsr,2024-10-07T15:34:13-04:00,2024-10-07T15:34:13-04:00,2024-10-07T15:42:01-04:00,2024-10-07T15-34-13-04-00_benchmarks-mmlu_AiBwxv8Bjij7ohTudjmwAq.json,0.76,Claude 3.5 Sonnet,1,,$3.00,$15.00,https://www.anthropic.com/pricing#anthropic-api,"https://docs.anthropic.com/en/docs/about-claude/models, https://github.com/anthropics/anthropic-sdk-python/blob/9255609357e71e1f34e71750370e548bb31b6eb6/src/anthropic/types/model.py#L13",2024-09-03
anthropic/claude-3-5-sonnet-20240620,0.8715384615384615,0.009283789028207817,217327,208228,9099,benchmarks/mmlu,1300,1300,oUjip2L2G8BNZjHr2hXupz,2024-10-07T15:07:41-04:00,2024-10-07T15:07:41-04:00,2024-10-07T15:13:29-04:00,2024-10-07T15-07-41-04-00_benchmarks-mmlu_FTLuKugBsQ8HGwmv2LkYt5.json,0.76,Claude 3.5 Sonnet,1,,$3.00,$15.00,https://www.anthropic.com/pricing#anthropic-api,"https://docs.anthropic.com/en/docs/about-claude/models, https://github.com/anthropics/anthropic-sdk-python/blob/9255609357e71e1f34e71750370e548bb31b6eb6/src/anthropic/types/model.py#L13",2024-09-03
anthropic/claude-3-5-sonnet-20240620,0.8738461538461538,0.009212195838068177,217099,208228,8871,benchmarks/run,1300,1300,DncNAfrzuntdMhcYsGagob,2024-09-10T16:30:51-04:00,2024-09-10T16:30:51-04:00,2024-09-10T16:38:07-04:00,2024-09-10T16-30-51-04-00_benchmarks-run_mDe8rZRF26abh8iy8URc6c.json,0.76,Claude 3.5 Sonnet,1,,$3.00,$15.00,https://www.anthropic.com/pricing#anthropic-api,"https://docs.anthropic.com/en/docs/about-claude/models, https://github.com/anthropics/anthropic-sdk-python/blob/9255609357e71e1f34e71750370e548bb31b6eb6/src/anthropic/types/model.py#L13",2024-09-03
anthropic/claude-3-5-sonnet-20240620,0.8738461538461538,0.009212195838068177,217328,208228,9100,benchmarks/mmlu,1300,1300,DkLdNdXK9D7FZ63kkoovS4,2024-10-07T15:01:41-04:00,2024-10-07T15:01:41-04:00,2024-10-07T15:07:30-04:00,2024-10-07T15-01-41-04-00_benchmarks-mmlu_mNc4wq6uyyceVRbr5WSxrn.json,0.76,Claude 3.5 Sonnet,1,,$3.00,$15.00,https://www.anthropic.com/pricing#anthropic-api,"https://docs.anthropic.com/en/docs/about-claude/models, https://github.com/anthropics/anthropic-sdk-python/blob/9255609357e71e1f34e71750370e548bb31b6eb6/src/anthropic/types/model.py#L13",2024-09-03
anthropic/claude-3-5-sonnet-20240620,0.8730769230769231,0.00923617121498064,217328,208228,9100,benchmarks/mmlu,1300,1300,bFQQ6ASKrCCqCGFSsgiNX8,2024-10-07T15:42:11-04:00,2024-10-07T15:42:11-04:00,2024-10-07T15:48:00-04:00,2024-10-07T15-42-11-04-00_benchmarks-mmlu_dbNY5zqDAAVMm4iCeyCojn.json,0.76,Claude 3.5 Sonnet,1,,$3.00,$15.00,https://www.anthropic.com/pricing#anthropic-api,"https://docs.anthropic.com/en/docs/about-claude/models, https://github.com/anthropics/anthropic-sdk-python/blob/9255609357e71e1f34e71750370e548bb31b6eb6/src/anthropic/types/model.py#L13",2024-09-03
anthropic/claude-3-5-sonnet-20240620,0.8753846153846154,0.009163907788312258,217326,208228,9098,benchmarks/mmlu,1300,1300,eLzVFn2kDaDoB4m33Ma3XN,2024-10-07T15:26:40-04:00,2024-10-07T15:26:40-04:00,2024-10-07T15:34:02-04:00,2024-10-07T15-26-40-04-00_benchmarks-mmlu_7PnfRRrbyJRqiKnaZCaZvq.json,0.76,Claude 3.5 Sonnet,1,,$3.00,$15.00,https://www.anthropic.com/pricing#anthropic-api,"https://docs.anthropic.com/en/docs/about-claude/models, https://github.com/anthropics/anthropic-sdk-python/blob/9255609357e71e1f34e71750370e548bb31b6eb6/src/anthropic/types/model.py#L13",2024-09-03
anthropic/claude-3-5-sonnet-20240620,0.8723076923076923,0.009260035325682477,217327,208228,9099,benchmarks/mmlu,1300,1300,UR22U3fVvWUTnRyomChiKX,2024-10-07T15:48:10-04:00,2024-10-07T15:48:10-04:00,2024-10-07T16:29:49-04:00,2024-10-07T15-48-10-04-00_benchmarks-mmlu_kgNH4zn6tefwsFn5hpcRws.json,0.76,Claude 3.5 Sonnet,1,,$3.00,$15.00,https://www.anthropic.com/pricing#anthropic-api,"https://docs.anthropic.com/en/docs/about-claude/models, https://github.com/anthropics/anthropic-sdk-python/blob/9255609357e71e1f34e71750370e548bb31b6eb6/src/anthropic/types/model.py#L13",2024-09-03
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,0.8807692307692307,0.008991262241159793,234617,223328,11289,benchmarks/mmlu,1300,1300,UhxZ3mxnfqMDAAXvmM5yC7,2024-10-07T16:56:37-04:00,2024-10-07T16:56:37-04:00,2024-10-07T16:59:06-04:00,2024-10-07T16-56-37-04-00_benchmarks-mmlu_27t9sZpbuMGC3i8dYg5Euu.json,1.17,Llama 3.1-405B,1,$5.00,,,https://api.together.xyz/models/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,https://api.together.xyz/models/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,2024-09-03
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,0.8792307692307693,0.009041177874506154,235416,223328,12088,benchmarks/mmlu,1300,1300,7vJ3vN38kWh7kThkNySpyp,2024-10-07T16:59:13-04:00,2024-10-07T16:59:13-04:00,2024-10-07T17:01:50-04:00,2024-10-07T16-59-13-04-00_benchmarks-mmlu_oPq3HwMQGjJM9uHeMUMjYk.json,1.18,Llama 3.1-405B,1,$5.00,,,https://api.together.xyz/models/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,https://api.together.xyz/models/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,2024-09-03
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,0.8792307692307693,0.009041177874506154,235051,223328,11723,benchmarks/mmlu,1300,1300,53UYKfNTmL3U3rJKt2BMwr,2024-10-07T17:01:58-04:00,2024-10-07T17:01:58-04:00,2024-10-07T17:04:39-04:00,2024-10-07T17-01-58-04-00_benchmarks-mmlu_a2w6WVh3Eitmytkgpi9SSK.json,1.18,Llama 3.1-405B,1,$5.00,,,https://api.together.xyz/models/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,https://api.together.xyz/models/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,2024-09-03
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,0.8784615384615385,0.009065957265696634,234541,223328,11213,benchmarks/mmlu,1300,1300,jD7iFAxWUTQWhadk9stX5v,2024-10-07T16:51:22-04:00,2024-10-07T16:51:22-04:00,2024-10-07T16:53:50-04:00,2024-10-07T16-51-22-04-00_benchmarks-mmlu_Fq2ANaHkKxitqvsZdKUyTB.json,1.17,Llama 3.1-405B,1,$5.00,,,https://api.together.xyz/models/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,https://api.together.xyz/models/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,2024-09-03
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,0.8792307692307693,0.009041177874506154,232494,223328,9166,benchmarks/mmlu,1300,1300,RAwBjSmi9ZbNN7ivprsBek,2024-10-07T16:48:46-04:00,2024-10-07T16:48:46-04:00,2024-10-07T16:51:13-04:00,2024-10-07T16-48-46-04-00_benchmarks-mmlu_k7r6U3jhwcU47TUtPcosat.json,1.16,Llama 3.1-405B,1,$5.00,,,https://api.together.xyz/models/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,https://api.together.xyz/models/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,2024-09-03
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,0.8776923076923077,0.009090619005070537,237983,223328,14655,benchmarks/mmlu,1300,1300,ZZLMf6dP2CARNaaY7C2oGS,2024-10-07T16:45:40-04:00,2024-10-07T16:45:40-04:00,2024-10-07T16:48:38-04:00,2024-10-07T16-45-40-04-00_benchmarks-mmlu_L78drrPQuPiFFXdhT8mxwj.json,1.19,Llama 3.1-405B,1,$5.00,,,https://api.together.xyz/models/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,https://api.together.xyz/models/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,2024-09-03
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,0.8776923076923077,0.009090619005070535,234927,223328,11599,benchmarks/mmlu,1300,1300,8sr4vK6iG3M55Qb85Escab,2024-10-07T16:53:57-04:00,2024-10-07T16:53:57-04:00,2024-10-07T16:56:28-04:00,2024-10-07T16-53-57-04-00_benchmarks-mmlu_TUZCUDSZmLZdCqRYQkQY49.json,1.17,Llama 3.1-405B,1,$5.00,,,https://api.together.xyz/models/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,https://api.together.xyz/models/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,2024-09-03
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,0.8784615384615385,0.009065957265696634,236888,223328,13560,benchmarks/mmlu,1300,1300,RW9x9RM3VY3yGcfZNTw37d,2024-10-07T16:43:01-04:00,2024-10-07T16:43:01-04:00,2024-10-07T16:45:32-04:00,2024-10-07T16-43-01-04-00_benchmarks-mmlu_LoQhLrr9HgDPp8RBRuFVrG.json,1.18,Llama 3.1-405B,1,$5.00,,,https://api.together.xyz/models/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,https://api.together.xyz/models/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,2024-09-03
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,0.8784615384615385,0.009065957265696634,236386,223328,13058,benchmarks/mmlu,1300,1300,BfRVHBEwfQcRuEtPFMrxoQ,2024-10-07T17:04:48-04:00,2024-10-07T17:04:48-04:00,2024-10-07T17:07:44-04:00,2024-10-07T17-04-48-04-00_benchmarks-mmlu_65puU7DEbfyseQci7XecN9.json,1.18,Llama 3.1-405B,1,$5.00,,,https://api.together.xyz/models/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,https://api.together.xyz/models/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,2024-09-03
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,0.8784615384615385,0.009065957265696634,233239,223327,9912,benchmarks/run,1300,1300,9eHhg7aByjG3c27zt64Wcb,2024-09-11T00:24:21-04:00,2024-09-11T00:24:21-04:00,2024-09-11T14:47:37-04:00,2024-09-11T00-24-21-04-00_benchmarks-run_jzeZPDCDC5gFMrUVtBGsXR.json,1.17,Llama 3.1-405B,1,$5.00,,,https://api.together.xyz/models/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,https://api.together.xyz/models/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,2024-09-03
